source,target,type,capacity
BGY,HAM,Directed,184
CRL,VLC,Directed,184
ACE,DUB,Directed,184
BUD,BGY,Directed,184
LIS,BRU,Directed,184
MXP,SOF,Directed,184
CIA,SKG,Directed,184
BLQ,LTN,Directed,184
SOF,DUB,Directed,184
VLC,CGN,Directed,184
STN,OSL,Directed,184
SVQ,LPA,Directed,184
SKG,ATH,Directed,184
DUB,STN,Directed,184
SXF,INI,Directed,184
STN,AOI,Directed,184
BGY,BDS,Directed,184
FAO,FMM,Directed,184
VDA,CRL,Directed,184
STN,LIS,Directed,184
STN,WMI,Directed,184
NRN,FEZ,Directed,184
EIN,BGY,Directed,184
FEZ,MAD,Directed,184
TGD,STN,Directed,184
TFS,LBA,Directed,184
BRU,OPO,Directed,184
STN,BFS,Directed,184
TSF,PMO,Directed,184
BCN,PGF,Directed,184
MAD,STN,Directed,184
PSA,TPS,Directed,184
TLV,FKB,Directed,184
SKG,SXF,Directed,184
FRA,TSF,Directed,184
OPO,CAG,Directed,184
FUE,TXL,Directed,184
BOH,MLA,Directed,184
CRL,TFS,Directed,184
RIX,SXF,Directed,184
STN,TFS,Directed,184
NUE,BGY,Directed,184
PMI,SCQ,Directed,184
BLQ,CTA,Directed,184
HHN,VNO,Directed,184
BHX,DUB,Directed,184
STN,CPH,Directed,184
BRU,FCO,Directed,184
BRU,BCN,Directed,184
CIA,VNO,Directed,184
TXL,PMI,Directed,184
BIQ,CRL,Directed,184
BRS,ALC,Directed,184
STN,BUD,Directed,184
FMM,STN,Directed,184
SXF,BCN,Directed,184
BLL,BUD,Directed,184
LPA,TXL,Directed,184
DUB,BCN,Directed,184
TFS,BRS,Directed,184
NAP,KUN,Directed,184
CIA,ATH,Directed,184
FCO,ACE,Directed,184
OTP,CRL,Directed,184
LPL,MXP,Directed,184
TLS,CRL,Directed,184
SXF,BFS,Directed,184
STN,ORK,Directed,184
ACE,STN,Directed,184
MAN,SXF,Directed,184
HAM,PMI,Directed,184
ACE,EDI,Directed,184
LUX,DUB,Directed,184
KRK,LBA,Directed,184
DUB,BRS,Directed,184
GDN,WRO,Directed,184
MLA,MAD,Directed,184
BVA,BCN,Directed,184
RIX,MAN,Directed,184
CIA,NUE,Directed,184
SXF,VNO,Directed,184
ALC,BGY,Directed,184
BRI,BGY,Directed,184
EDI,CPH,Directed,184
TRF,POZ,Directed,184
LIS,TLS,Directed,184
STN,EGC,Directed,184
DUB,EDI,Directed,184
LIS,EIN,Directed,184
NAP,BGY,Directed,184
RAK,CRL,Directed,184
VLC,SDR,Directed,184
TFS,KRK,Directed,184
SCQ,VLC,Directed,184
BOH,AGP,Directed,184
CTA,BGY,Directed,184
LDY,EDI,Directed,184
LIS,OPO,Directed,184
WRO,CRL,Directed,184
LPA,STN,Directed,184
MLA,CTA,Directed,184
BLQ,SXF,Directed,184
GDN,NYO,Directed,184
TFS,BGY,Directed,184
SXF,TSF,Directed,184
OPO,MAN,Directed,184
MAD,EIN,Directed,184
BOD,CRL,Directed,184
VLC,MXP,Directed,184
WRO,KBP,Directed,184
OTP,DUB,Directed,184
BKK,OVB,Directed,184
OVB,DME,Directed,184
DME,LCA,Directed,184
OVB,LED,Directed,184
DME,VAR,Directed,184
DME,TFS,Directed,184
BKK,IKT,Directed,184
RGK,DME,Directed,184
TBS,OVB,Directed,184
DME,OVB,Directed,184
CEK,DME,Directed,184
DME,TXL,Directed,184
LED,OVB,Directed,184
SVX,DME,Directed,184
KRR,OVB,Directed,184
DME,TBS,Directed,184
OGZ,DME,Directed,184
DME,STW,Directed,184
DME,KGD,Directed,184
DME,AER,Directed,184
DYU,OVB,Directed,184
DME,CEK,Directed,184
DME,MRV,Directed,184
DME,KZN,Directed,184
DME,SVX,Directed,184
OMS,DME,Directed,184
UFA,DME,Directed,184
DME,PEE,Directed,184
EVN,OVB,Directed,184
DME,KUF,Directed,184
DME,LED,Directed,184
FRU,OVB,Directed,184
VRN,DME,Directed,184
KRR,DME,Directed,184
GOJ,DME,Directed,184
LBD,OVB,Directed,184
MUC,DME,Directed,184
SVX,OVB,Directed,184
PES,DME,Directed,184
LED,KLF,Directed,184
FCO,DME,Directed,184
NUX,DME,Directed,184
JNB,DUR,Directed,184
SJO,LIO,Directed,11
NRT,CPH,Directed,309
PVG,CPH,Directed,309
PEK,CPH,Directed,309
CPH,SFO,Directed,309
ARN,LAX,Directed,309
CPH,EWR,Directed,309
AGP,ARN,Directed,184
OSL,EWR,Directed,309
PMI,ARN,Directed,184
OSL,MAN,Directed,184
AGP,OSL,Directed,184
ARN,DUB,Directed,184
LHR,ARN,Directed,184
OSL,TOS,Directed,184
ALC,ARN,Directed,184
ARN,MUC,Directed,184
OSL,ALF,Directed,184
CPH,PLQ,Directed,184
ARN,PRG,Directed,184
FRA,ARN,Directed,184
ARN,BGO,Directed,184
BOO,OSL,Directed,184
ATH,ARN,Directed,184
ARN,EWR,Directed,309
FCO,ARN,Directed,184
CPH,BOS,Directed,309
CPH,TRD,Directed,184
CPH,AMS,Directed,184
OSL,BOO,Directed,184
ARN,CPH,Directed,184
NCE,CPH,Directed,184
KRK,ARN,Directed,184
GDN,OSL,Directed,184
ATH,CPH,Directed,184
LIN,ARN,Directed,184
WRO,CPH,Directed,184
KLR,ARN,Directed,184
ZRH,OSL,Directed,184
UME,ARN,Directed,184
ARN,MMX,Directed,184
OSD,ARN,Directed,184
ARN,GOT,Directed,184
BGO,CPH,Directed,184
HAM,OSL,Directed,184
LHR,SVG,Directed,184
CPH,VNO,Directed,184
OSL,SVG,Directed,184
SFT,ARN,Directed,184
KRN,ARN,Directed,184
ARN,OSL,Directed,184
LLA,ARN,Directed,184
MUC,OSL,Directed,184
BGO,SVG,Directed,184
MMX,ARN,Directed,184
AGP,CPH,Directed,184
ZRH,CPH,Directed,184
DUS,CPH,Directed,184
AMS,ARN,Directed,184
OSL,LHR,Directed,184
TXL,OSL,Directed,184
DUB,OSL,Directed,184
OSL,TRD,Directed,184
OSL,CPH,Directed,184
AAR,CPH,Directed,184
ARN,TKU,Directed,184
CPH,SVG,Directed,184
ALC,OSL,Directed,184
AAL,CPH,Directed,184
OSL,BGO,Directed,184
ARN,CPH,Directed,184
HEL,ARN,Directed,184
KEF,OSL,Directed,184
CPH,FRA,Directed,184
DUB,ARN,Directed,184
CPH,HEL,Directed,184
POZ,CPH,Directed,184
BOO,TRD,Directed,184
LED,ARN,Directed,184
JED,LAX,Directed,309
JED,JFK,Directed,309
JED,JFK,Directed,309
CGK,JED,Directed,309
JED,KUL,Directed,309
TRV,JED,Directed,309
KUL,MED,Directed,309
CAN,RUH,Directed,309
COK,JED,Directed,309
LHE,JED,Directed,309
MNL,JED,Directed,309
BLR,RUH,Directed,309
JED,VIE,Directed,184
JNB,JED,Directed,309
RUH,FRA,Directed,309
MUC,JED,Directed,184
ISB,RUH,Directed,309
DXB,MED,Directed,184
SUB,JED,Directed,309
HKG,RUH,Directed,309
JED,BOM,Directed,309
JED,CMN,Directed,309
FRA,JED,Directed,309
IST,MED,Directed,309
JED,BEY,Directed,184
RUH,DAC,Directed,309
AUH,JED,Directed,184
MNL,RUH,Directed,309
CDG,RUH,Directed,309
ESB,MED,Directed,309
LHR,RUH,Directed,309
AMM,JED,Directed,184
CGK,RUH,Directed,309
JED,NBO,Directed,184
RUH,AMM,Directed,184
JED,ISB,Directed,309
PEW,RUH,Directed,309
JED,HOF,Directed,184
DAC,RUH,Directed,309
JED,KHI,Directed,309
RUH,DXB,Directed,309
RUH,JED,Directed,309
DMM,JED,Directed,309
JED,SSH,Directed,184
JED,DMM,Directed,309
URY,RUH,Directed,184
JED,TUU,Directed,184
RUH,JED,Directed,309
KUL,JED,Directed,309
RUH,AJF,Directed,184
JED,AUH,Directed,184
IST,JED,Directed,309
AHB,RUH,Directed,184
MRU,JED,Directed,309
DXB,RUH,Directed,309
RUH,AQI,Directed,184
RUH,MED,Directed,309
BEY,JED,Directed,309
HYD,JED,Directed,309
RUH,CMN,Directed,309
DMM,ELQ,Directed,184
JED,GIZ,Directed,184
RUH,HBE,Directed,184
MED,RUH,Directed,184
JED,YNB,Directed,184
BEY,RUH,Directed,309
JED,RUH,Directed,309
RUH,JED,Directed,309
LHR,JED,Directed,309
CDG,JED,Directed,309
JED,DMM,Directed,309
TUU,RUH,Directed,184
JED,DXB,Directed,309
RUH,WAE,Directed,184
JED,PZU,Directed,184
MED,JED,Directed,184
MCT,MED,Directed,184
RUH,DMM,Directed,184
JED,RUH,Directed,184
RUH,DMM,Directed,184
JED,DMM,Directed,184
XIY,ALA,Directed,184
ALA,GOI,Directed,184
SIN,JED,Directed,309
TPE,SIN,Directed,184
CTS,TPE,Directed,309
SIN,LKO,Directed,184
SIN,WUX,Directed,184
SIN,XIY,Directed,184
CNX,SIN,Directed,184
NKG,SIN,Directed,309
DPS,SIN,Directed,184
PER,SIN,Directed,309
NRT,TPE,Directed,184
SIN,HKG,Directed,184
DPS,SIN,Directed,184
JJN,SIN,Directed,184
MEL,SIN,Directed,309
SIN,DAC,Directed,184
SIN,KCH,Directed,184
SIN,HKT,Directed,184
BKK,SIN,Directed,184
MFM,SIN,Directed,184
MNL,SIN,Directed,184
KHH,SIN,Directed,309
NGB,SIN,Directed,184
STX,STT,Directed,184
ISB,KHI,Directed,184
CEE,KGD,Directed,184
URC,LHW,Directed,184
HGH,HTN,Directed,184
SZX,YNT,Directed,184
TNA,NNG,Directed,184
TSN,XMN,Directed,184
TNA,SZX,Directed,184
TNA,KWE,Directed,184
MDG,DLC,Directed,184
XMN,TNA,Directed,184
TNA,URC,Directed,184
URC,INC,Directed,184
KWL,WNZ,Directed,184
LHW,URC,Directed,184
TAO,PEK,Directed,184
TYN,TAO,Directed,184
URC,KMG,Directed,184
NNG,HGH,Directed,184
XMN,WUH,Directed,184
SJW,HRB,Directed,184
KWL,XIY,Directed,184
TPE,YNT,Directed,184
NKG,URC,Directed,184
WUH,YNT,Directed,184
SHE,TNA,Directed,184
DQA,DLC,Directed,184
NGB,TAO,Directed,184
YNT,CGO,Directed,184
TNA,CKG,Directed,184
HET,TSN,Directed,184
TNA,KMG,Directed,184
JMU,SHE,Directed,184
YNT,NKG,Directed,184
CAN,TNA,Directed,184
XNN,CGO,Directed,184
LHW,KWL,Directed,184
HET,HRB,Directed,184
YNT,XIY,Directed,184
KWL,NGB,Directed,184
TAO,ICN,Directed,184
SHA,TAO,Directed,184
XMN,CKG,Directed,184
AVA,NKG,Directed,184
NNG,KHN,Directed,184
XMN,HGH,Directed,184
TAO,PVG,Directed,184
CGO,TAO,Directed,184
HRB,TYN,Directed,184
XMN,PEK,Directed,184
CKG,TAO,Directed,184
CAN,TAO,Directed,184
KWE,JJN,Directed,184
INC,HAK,Directed,184
KIX,TNA,Directed,184
YNT,XMN,Directed,184
TAO,URC,Directed,184
SJW,URC,Directed,184
SZX,TAO,Directed,184
TAO,BKK,Directed,184
TNA,HRB,Directed,184
AKU,XIY,Directed,184
TAO,CKG,Directed,184
SIN,PVG,Directed,309
KUL,PVG,Directed,184
PVG,HKT,Directed,184
PVG,BKI,Directed,184
PVG,BKK,Directed,184
PVG,HKT,Directed,184
CAN,SHA,Directed,184
SZX,SHA,Directed,184
GMP,SHA,Directed,184
BKK,PVG,Directed,184
PVG,LHW,Directed,184
KRY,CGO,Directed,184
DLC,PVG,Directed,184
KIX,PVG,Directed,184
PVG,KBV,Directed,184
TXN,CKG,Directed,184
NNG,SHA,Directed,184
SHE,SHA,Directed,184
CKG,XAI,Directed,184
PVG,KUL,Directed,184
CSX,SHA,Directed,184
BAV,PVG,Directed,184
KWL,PVG,Directed,184
CTU,SHA,Directed,184
PVG,DYG,Directed,184
CAN,SHA,Directed,309
XIY,SHA,Directed,184
ZUH,SHA,Directed,184
YCU,PVG,Directed,184
LYG,PVG,Directed,184
SYX,SHA,Directed,184
CAN,PVG,Directed,184
CGQ,PVG,Directed,184
CSX,SHA,Directed,184
HNY,PVG,Directed,184
CKG,SHA,Directed,309
PVG,MEL,Directed,309
HRB,TGO,Directed,184
HAK,PVG,Directed,184
HAK,PVG,Directed,184
SHA,PEK,Directed,184
SZX,LHR,Directed,309
SZX,KUL,Directed,184
SZX,YTY,Directed,184
CGQ,CAN,Directed,184
NRT,SZX,Directed,184
CAN,SHE,Directed,184
HRB,SZX,Directed,184
JJN,CKG,Directed,184
SZX,CTU,Directed,184
PVG,SZX,Directed,184
PEK,SZX,Directed,184
YNT,SZX,Directed,184
CGQ,SZX,Directed,184
WUX,SZX,Directed,184
CGO,SZX,Directed,184
HRB,NKG,Directed,184
SZX,CTU,Directed,309
TYN,CTU,Directed,184
NNG,YCU,Directed,184
SZX,SYX,Directed,184
ZUH,NKG,Directed,184
CTU,WUX,Directed,184
SZX,XIY,Directed,184
TNA,CAN,Directed,184
SZX,WUX,Directed,184
SZX,CGO,Directed,184
SZX,HFE,Directed,184
SZX,XIY,Directed,184
XIY,WUX,Directed,184
CAN,YBP,Directed,184
KIX,PEK,Directed,184
YTY,SZX,Directed,184
CZX,ZUH,Directed,184
WUH,JJN,Directed,184
CAN,XIY,Directed,184
NNG,XIY,Directed,184
WUX,SHE,Directed,184
SHE,SZX,Directed,184
SYX,YCU,Directed,184
NTG,CAN,Directed,184
HFE,HRB,Directed,184
HFE,SHE,Directed,184
CGO,HRB,Directed,184
NNG,CKG,Directed,184
XIY,SZX,Directed,184
FOC,NNG,Directed,184
PNH,CAN,Directed,184
LHW,URC,Directed,184
CTU,SZX,Directed,184
TAO,YIC,Directed,184
WUX,CAN,Directed,184
XIY,NKG,Directed,184
YNT,SHE,Directed,184
SZX,HKT,Directed,184
HAK,CGO,Directed,184
HGH,SZX,Directed,184
WUX,CTU,Directed,184
YTY,SYX,Directed,184
KHN,HRB,Directed,184
TAO,SZX,Directed,184
SZX,WNZ,Directed,184
YTY,HRB,Directed,184
SZX,NKG,Directed,184
NTG,XIY,Directed,184
JJN,KMG,Directed,184
SZX,CKG,Directed,184
MFM,WUX,Directed,184
NTG,PEK,Directed,184
HKG,JJN,Directed,184
SYX,PEK,Directed,184
CAN,HYN,Directed,184
HGH,YCU,Directed,184
SHA,SZX,Directed,309
NTG,SZX,Directed,184
NKG,NNG,Directed,184
SZX,HFE,Directed,184
CTU,SVO,Directed,309
AKL,CTU,Directed,309
LAX,TNA,Directed,309
URC,CKG,Directed,184
PVG,CKG,Directed,184
NKG,CTU,Directed,184
XIY,CNX,Directed,184
CTU,URC,Directed,184
KMG,PEK,Directed,184
SYX,NKG,Directed,184
KIX,CTU,Directed,184
WUH,HRB,Directed,184
KMG,TSN,Directed,184
XUZ,KMG,Directed,184
TNA,SYX,Directed,184
MIG,HGH,Directed,184
CKG,CXR,Directed,184
TAO,CTU,Directed,184
URC,CTU,Directed,184
ZAT,HGH,Directed,184
XUZ,HRB,Directed,184
CTU,SYX,Directed,309
CGO,KMG,Directed,184
CTU,TSN,Directed,184
KMG,WUX,Directed,184
MEL,CTU,Directed,309
TYN,KMG,Directed,184
CTU,HET,Directed,184
CKG,TAO,Directed,184
HGH,NNG,Directed,184
CTU,CAN,Directed,184
HGH,KWE,Directed,184
WNZ,SYX,Directed,184
DLC,CKG,Directed,184
CTU,HGH,Directed,309
CKG,ZHY,Directed,184
CTU,PEK,Directed,184
HRB,PEK,Directed,184
HGH,CTU,Directed,184
JJN,TSN,Directed,184
PVG,CTU,Directed,309
HAK,CZX,Directed,184
FOC,CTU,Directed,184
LUM,XIY,Directed,184
NKG,CKG,Directed,184
YKH,XIY,Directed,184
PEK,CKG,Directed,184
TYN,KMG,Directed,184
DLC,XUZ,Directed,184
KHN,KMG,Directed,184
CKG,SZX,Directed,184
HSN,KHN,Directed,184
XMN,CSX,Directed,184
HAK,CKG,Directed,184
PEK,CTU,Directed,309
SYM,CTU,Directed,184
HRB,TNA,Directed,184
SHE,SJW,Directed,184
CTU,KHN,Directed,184
TAO,CZX,Directed,184
NKG,CTU,Directed,184
TYN,HGH,Directed,184
INC,KMG,Directed,184
GYD,ALA,Directed,309
SIN,CTU,Directed,184
RGN,SIN,Directed,184
SZX,SIN,Directed,184
HKT,SIN,Directed,184
PNH,SIN,Directed,184
HAN,SIN,Directed,184
DVO,SIN,Directed,184
SIN,DRW,Directed,184
SIN,KUL,Directed,184
WUH,SIN,Directed,184
SIN,HYD,Directed,184
SUB,SIN,Directed,184
SIN,TRV,Directed,184
FLL,TLH,Directed,184
TPA,PNS,Directed,184
FLL,TPA,Directed,184
LAX,ICN,Directed,309
SIN,LHR,Directed,309
SIN,SFO,Directed,309
ICN,LAX,Directed,309
AKL,SIN,Directed,309
SYD,SIN,Directed,309
SIN,LHR,Directed,309
MEL,SIN,Directed,309
SIN,FRA,Directed,309
NRT,SIN,Directed,309
LAX,SIN,Directed,309
FRA,JFK,Directed,309
HND,SIN,Directed,309
SIN,DXB,Directed,309
ICN,SIN,Directed,309
BNE,SIN,Directed,309
SYD,SIN,Directed,309
SFO,HKG,Directed,309
MEL,SIN,Directed,309
PVG,SIN,Directed,309
PEK,SIN,Directed,309
LHR,SIN,Directed,309
PER,SIN,Directed,309
TPE,SIN,Directed,309
ZRH,SIN,Directed,309
SIN,DEL,Directed,309
SIN,PVG,Directed,309
SIN,PEK,Directed,309
AMS,SIN,Directed,309
NRT,LAX,Directed,309
CDG,SIN,Directed,309
SIN,HKG,Directed,309
SIN,PER,Directed,309
SIN,DPS,Directed,309
SIN,AMD,Directed,309
MNL,SIN,Directed,309
MAN,SIN,Directed,309
HKG,SIN,Directed,309
LHR,SIN,Directed,309
SIN,BOM,Directed,309
SIN,MNL,Directed,309
MUC,SIN,Directed,309
CPH,SIN,Directed,309
JNB,SIN,Directed,309
SIN,HKG,Directed,309
HKG,SIN,Directed,309
DPS,SIN,Directed,309
SIN,CHC,Directed,309
SIN,MEL,Directed,309
MXP,SIN,Directed,309
DME,SIN,Directed,309
AKL,SIN,Directed,309
BKK,SIN,Directed,309
CGK,SIN,Directed,309
KUL,SIN,Directed,309
SIN,BLR,Directed,309
SIN,DAC,Directed,309
SGN,SIN,Directed,309
CBR,SIN,Directed,309
LAX,BRU,Directed,309
SHJ,AMS,Directed,309
HKG,ANC,Directed,309
SYD,AKL,Directed,309
BKK,PVG,Directed,309
FSD,RAP,Directed,184
SCL,GIG,Directed,184
SCL,IQQ,Directed,184
SCL,ARI,Directed,184
ARI,SCL,Directed,184
CJC,SCL,Directed,184
SCL,CJC,Directed,184
SCL,BBA,Directed,184
PMC,PUQ,Directed,184
IQQ,SCL,Directed,184
CPO,SCL,Directed,184
ZCO,SCL,Directed,184
ANF,SCL,Directed,184
LIM,SCL,Directed,184
ATH,CFU,Directed,184
ATH,AXD,Directed,184
OVB,HHN,Directed,309
HND,FUK,Directed,184
OKA,NGO,Directed,184
FUK,HND,Directed,184
HND,CTS,Directed,184
OKA,HND,Directed,184
CTS,NGO,Directed,184
CTS,HND,Directed,184
UKB,HND,Directed,184
FUK,HND,Directed,184
ICT,ORD,Directed,184
HPN,ORD,Directed,184
MKE,ORD,Directed,184
HRG,VNO,Directed,184
SSH,VNO,Directed,184
HRG,WAW,Directed,184
TLL,HRG,Directed,184
CDG,SVQ,Directed,184
HRG,TLL,Directed,184
KOJ,HND,Directed,184
KOJ,NGO,Directed,184
NGS,HND,Directed,184
DME,DYU,Directed,184
DMB,LED,Directed,184
DSS,JNB,Directed,309
JNB,GRU,Directed,309
JNB,ACC,Directed,309
LUN,JNB,Directed,184
LLW,JNB,Directed,184
NLA,JNB,Directed,184
VFA,JNB,Directed,309
JNB,CPT,Directed,184
JNB,LUN,Directed,184
EBB,JNB,Directed,184
JNB,MPM,Directed,184
JNB,WDH,Directed,184
DAR,JNB,Directed,184
MRU,JNB,Directed,309
JNB,PLZ,Directed,184
JNB,LOS,Directed,309
CVG,ICN,Directed,309
HKG,ANC,Directed,309
CVG,BAH,Directed,309
CVG,SLC,Directed,184
LAX,LEJ,Directed,309
TPA,HAV,Directed,184
SJU,MCO,Directed,184
IAD,DEN,Directed,184
BDL,TPA,Directed,184
BUF,MCO,Directed,184
BOS,MDW,Directed,184
MHT,MDW,Directed,184
PVD,TPA,Directed,184
SJU,FLL,Directed,184
TPA,MDW,Directed,184
FLL,BWI,Directed,184
IND,RSW,Directed,184
BDL,MDW,Directed,184
CMH,TPA,Directed,184
PHL,MCO,Directed,184
PIT,MCO,Directed,184
DTW,DEN,Directed,184
TPA,HOU,Directed,184
FLL,STL,Directed,184
SDF,DEN,Directed,184
EWR,FLL,Directed,184
TPA,LGA,Directed,184
ATL,HOU,Directed,184
DCA,FLL,Directed,184
ATL,DEN,Directed,184
BWI,ATL,Directed,184
TPA,BDL,Directed,184
BOS,ATL,Directed,184
LGA,MDW,Directed,184
EWR,MDW,Directed,184
MHT,TPA,Directed,184
RSW,MDW,Directed,184
IND,MCO,Directed,184
BWI,BNA,Directed,184
RDU,FLL,Directed,184
MCO,BDL,Directed,184
ISP,MCO,Directed,184
SAT,STL,Directed,184
BNA,HOU,Directed,184
BUF,LAS,Directed,184
ALB,TPA,Directed,184
SAT,PHX,Directed,184
BWI,DAL,Directed,184
DCA,HOU,Directed,184
LGA,HOU,Directed,184
LGA,DAL,Directed,184
IND,FLL,Directed,184
STL,HOU,Directed,184
AUS,MDW,Directed,184
CMH,DEN,Directed,184
MCO,PVD,Directed,184
SAT,BWI,Directed,184
TPA,DAL,Directed,184
CHS,MDW,Directed,184
DCA,BNA,Directed,184
MKE,DEN,Directed,184
PHL,FLL,Directed,184
BWI,MDW,Directed,184
BOS,CMH,Directed,184
MCO,PHL,Directed,184
BUF,MDW,Directed,184
BNA,DEN,Directed,184
TPA,IND,Directed,184
BWI,FLL,Directed,184
BDL,RSW,Directed,184
MCO,BWI,Directed,184
MDW,EWR,Directed,184
PIT,BNA,Directed,184
IND,DEN,Directed,184
PBI,ISP,Directed,184
MKE,MCI,Directed,184
HOU,DEN,Directed,184
BWI,LAS,Directed,184
MDW,DCA,Directed,184
IAD,MCO,Directed,184
CMH,BOS,Directed,184
DCA,ATL,Directed,184
ATL,LAS,Directed,184
AUS,STL,Directed,184
DCA,MDW,Directed,184
PHL,ATL,Directed,184
EWR,AUS,Directed,184
TPA,MSY,Directed,184
HOU,STL,Directed,184
STL,DAL,Directed,184
MCO,LAS,Directed,184
ISP,FLL,Directed,184
TUL,HOU,Directed,184
LGA,ATL,Directed,184
AUS,EWR,Directed,184
BNA,MDW,Directed,184
MCI,MCO,Directed,184
SDF,TPA,Directed,184
RDU,MDW,Directed,184
CLT,MDW,Directed,184
MKE,MCO,Directed,184
MCI,MKE,Directed,184
BWI,MCO,Directed,184
STL,FLL,Directed,184
MDW,LAS,Directed,184
MDW,BWI,Directed,184
STL,DEN,Directed,184
BWI,PHX,Directed,184
BNA,FLL,Directed,184
MCO,MCI,Directed,184
CLE,MKE,Directed,184
HOU,LAX,Directed,184
ATL,MDW,Directed,184
TPA,RDU,Directed,184
ATL,DCA,Directed,184
HOU,ATL,Directed,184
BWI,BOS,Directed,184
MDW,BNA,Directed,184
CMH,BNA,Directed,184
MCO,MSY,Directed,184
IND,BWI,Directed,184
RDU,BNA,Directed,184
MDW,PHX,Directed,184
BOS,BWI,Directed,184
PIT,LAS,Directed,184
SAT,DEN,Directed,184
MEM,MDW,Directed,184
MCO,IND,Directed,184
BDL,BWI,Directed,184
FLL,HOU,Directed,184
STL,TPA,Directed,184
DEN,AUS,Directed,184
MSY,STL,Directed,184
ATL,FLL,Directed,184
IND,ATL,Directed,184
TPA,CMH,Directed,184
MCI,PHX,Directed,184
ISP,PBI,Directed,184
MKE,RSW,Directed,184
HOU,FLL,Directed,184
MDW,DEN,Directed,184
FLL,MDW,Directed,184
ATL,TPA,Directed,184
AUS,DEN,Directed,184
OKC,STL,Directed,184
RSW,IND,Directed,184
MDW,MCO,Directed,184
MHT,BWI,Directed,184
MSY,MDW,Directed,184
CVG,MDW,Directed,184
BWI,HOU,Directed,184
SAT,LAS,Directed,184
STL,LAX,Directed,184
CLE,ATL,Directed,184
PHL,LAS,Directed,184
MDW,CUN,Directed,184
DAL,LGA,Directed,184
JAX,FLL,Directed,184
BHM,TPA,Directed,184
MCO,FLL,Directed,184
MDW,PHL,Directed,184
MSP,STL,Directed,184
MSP,DEN,Directed,184
LGA,STL,Directed,184
MCI,LGA,Directed,184
MDW,FLL,Directed,184
DAL,LAS,Directed,184
CLT,BNA,Directed,184
PBI,BWI,Directed,184
MCO,MDW,Directed,184
ELP,DAL,Directed,184
MSY,HOU,Directed,184
MDW,DAL,Directed,184
PHL,MDW,Directed,184
TPA,BUF,Directed,184
BWI,DEN,Directed,184
SAT,HOU,Directed,184
RDU,BWI,Directed,184
DAL,PHX,Directed,184
HOU,MDW,Directed,184
RSW,BDL,Directed,184
ICT,STL,Directed,184
MSP,ATL,Directed,184
BUF,BWI,Directed,184
STL,LAS,Directed,184
MKE,LGA,Directed,184
AUS,CUN,Directed,184
MSY,MCO,Directed,184
BNA,SAN,Directed,184
ATL,LAX,Directed,184
DAL,MDW,Directed,184
STL,MCI,Directed,184
PIT,TPA,Directed,184
DAL,SJC,Directed,184
BNA,LAS,Directed,184
FLL,DAL,Directed,184
MDW,LAX,Directed,184
AUS,DAL,Directed,184
DAL,SAN,Directed,184
HRL,HOU,Directed,184
BOS,IND,Directed,184
DAL,HOU,Directed,184
MCO,SJU,Directed,184
BNA,MCO,Directed,184
MDW,LGA,Directed,184
MCI,DAL,Directed,184
BWI,LAX,Directed,184
FLL,BWI,Directed,184
TPA,LAS,Directed,184
DAL,OAK,Directed,184
BNA,LGA,Directed,184
DCA,STL,Directed,184
BWI,MCO,Directed,184
FLL,BNA,Directed,184
SAT,DAL,Directed,184
MCI,DEN,Directed,184
DAL,DCA,Directed,184
DAL,MCI,Directed,184
MCO,MKE,Directed,184
MDW,MSP,Directed,184
DAL,DEN,Directed,184
BOS,DAL,Directed,184
MDW,ATL,Directed,184
FLL,ISP,Directed,184
CRP,HOU,Directed,184
DEN,MSP,Directed,184
ABQ,DAL,Directed,184
CMH,LAS,Directed,184
DAL,AUS,Directed,184
DEN,SAN,Directed,184
CLE,MDW,Directed,184
TUL,STL,Directed,184
OMA,STL,Directed,184
HOU,PHX,Directed,184
MKE,LAS,Directed,184
BOS,BNA,Directed,184
DAL,LAX,Directed,184
DTW,ATL,Directed,184
AUS,BWI,Directed,184
FLL,JAX,Directed,184
MCO,DAL,Directed,184
BOS,STL,Directed,184
OKC,DEN,Directed,184
DSM,STL,Directed,184
SAT,LAX,Directed,184
HOU,LAS,Directed,184
DAL,STL,Directed,184
TPA,PHL,Directed,184
PIT,MDW,Directed,184
ELP,PHX,Directed,184
HOU,BWI,Directed,184
BDL,MCO,Directed,184
PVD,FLL,Directed,184
RSW,BWI,Directed,184
AUS,PHX,Directed,184
JAX,BWI,Directed,184
MEM,MCO,Directed,184
MSP,MDW,Directed,184
MKE,ATL,Directed,184
BWI,TPA,Directed,184
IND,LAS,Directed,184
ALB,MCO,Directed,184
LIT,STL,Directed,184
DEN,DAL,Directed,184
MSY,BWI,Directed,184
RDU,MCO,Directed,184
DAL,MSY,Directed,184
MCO,PIT,Directed,184
OMA,DEN,Directed,184
OKC,LAS,Directed,184
DCA,MCO,Directed,184
TUL,DEN,Directed,184
HOU,TPA,Directed,184
MDW,CMH,Directed,184
MCI,ATL,Directed,184
DEN,MCI,Directed,184
MCI,STL,Directed,184
MSY,DAL,Directed,184
HOU,OAK,Directed,184
BUF,TPA,Directed,184
DAL,ATL,Directed,184
TUS,LAS,Directed,184
MSP,BWI,Directed,184
SAT,ATL,Directed,184
MCO,DEN,Directed,184
CMH,ATL,Directed,184
AUS,HOU,Directed,184
PIT,ATL,Directed,184
PHX,DAL,Directed,184
