source,target,type,capacity
IT,FR,Directed,184
FR,ES,Directed,184
IT,FR,Directed,184
FR,DE,Directed,184
PT,FR,Directed,184
FR,HU,Directed,184
CN,MO,Directed,184
CN,TH,Directed,184
JP,CN,Directed,184
JP,CN,Directed,184
JP,CN,Directed,184
KR,CN,Directed,184
KH,TH,Directed,184
US,KR,Directed,309
HK,US,Directed,309
CN,US,Directed,309
US,NL,Directed,309
IN,DE,Directed,309
TR,KG,Directed,309
US,BE,Directed,309
JP,US,Directed,309
IE,US,Directed,309
US,DE,Directed,309
KE,NL,Directed,309
KE,GB,Directed,309
FR,KE,Directed,309
KE,ZA,Directed,184
ZA,KE,Directed,309
KE,SC,Directed,184
KE,CD,Directed,184
IN,KE,Directed,184
KE,NG,Directed,184
GH,SL,Directed,184
CI,SN,Directed,184
CM,CF,Directed,184
PE,NL,Directed,309
JP,NL,Directed,309
JP,NL,Directed,309
CN,NL,Directed,309
MX,NL,Directed,309
US,NL,Directed,309
CN,NL,Directed,309
TH,NL,Directed,309
CN,NL,Directed,309
HK,NL,Directed,309
CN,NL,Directed,309
NL,CO,Directed,309
NL,US,Directed,309
NL,BR,Directed,309
NL,RW,Directed,309
NL,US,Directed,309
NL,US,Directed,309
NL,EG,Directed,309
NL,EC,Directed,309
NL,US,Directed,309
NL,TZ,Directed,309
NL,US,Directed,309
NL,BR,Directed,309
NL,ZA,Directed,309
NL,ZA,Directed,309
NL,SA,Directed,309
NL,AE,Directed,309
NL,PA,Directed,309
NL,SR,Directed,309
ES,NL,Directed,184
NL,TR,Directed,184
NL,KE,Directed,309
NL,RU,Directed,184
FR,NL,Directed,184
FR,NL,Directed,184
AT,NL,Directed,184
PT,NL,Directed,184
NL,IT,Directed,184
FR,NL,Directed,184
NL,PL,Directed,184
NL,CU,Directed,309
NL,CH,Directed,184
NL,AW,Directed,309
NO,NL,Directed,184
PL,NL,Directed,184
GB,NL,Directed,184
NL,DE,Directed,184
NL,GR,Directed,184
NL,PE,Directed,309
IT,NL,Directed,184
NL,IN,Directed,309
NL,CH,Directed,184
NL,BR,Directed,309
HU,NL,Directed,184
NL,CA,Directed,309
NL,HR,Directed,184
NL,GB,Directed,184
FI,NL,Directed,184
UA,NL,Directed,184
RO,NL,Directed,184
NL,US,Directed,309
NL,RU,Directed,184
IT,NL,Directed,184
IT,NL,Directed,184
NL,CA,Directed,309
AR,CL,Directed,309
NL,IN,Directed,309
NL,AN,Directed,309
NL,DE,Directed,184
NL,PT,Directed,184
IT,NL,Directed,184
NL,LU,Directed,184
NL,DE,Directed,184
ES,NL,Directed,184
ES,NL,Directed,184
NL,DE,Directed,184
NL,GB,Directed,184
NL,GB,Directed,184
SE,NL,Directed,184
NL,US,Directed,309
NL,GB,Directed,184
NL,DE,Directed,184
NL,BE,Directed,184
NL,FR,Directed,184
ID,MY,Directed,309
NL,ES,Directed,184
FR,NL,Directed,184
PH,TW,Directed,309
NL,NG,Directed,309
US,KR,Directed,309
KR,US,Directed,309
KR,US,Directed,309
KR,US,Directed,309
KR,IN,Directed,309
KR,US,Directed,309
KR,GB,Directed,309
KR,US,Directed,309
KR,ES,Directed,309
KR,AT,Directed,309
KR,DE,Directed,309
KR,IL,Directed,309
KR,NL,Directed,309
KR,US,Directed,309
KR,AE,Directed,309
KR,AT,Directed,309
KR,GB,Directed,309
US,KR,Directed,309
KR,FR,Directed,309
US,KR,Directed,309
KR,ID,Directed,309
KR,IT,Directed,309
US,KR,Directed,309
KR,US,Directed,309
KR,MY,Directed,309
US,KR,Directed,309
US,BR,Directed,309
KR,SG,Directed,309
KR,NZ,Directed,309
KR,TH,Directed,309
KR,CN,Directed,184
KR,FJ,Directed,309
VN,KR,Directed,309
KR,VN,Directed,309
KR,ID,Directed,309
KR,TH,Directed,309
KR,MM,Directed,309
KR,PH,Directed,309
KR,VN,Directed,309
KR,KH,Directed,309
HK,KR,Directed,309
KR,VN,Directed,309
KR,TH,Directed,309
KR,AU,Directed,309
KR,VN,Directed,309
KR,CA,Directed,309
KR,TH,Directed,309
KR,JP,Directed,184
JP,KR,Directed,184
KR,VN,Directed,309
KR,PW,Directed,184
US,KR,Directed,309
JP,KR,Directed,309
KR,GU,Directed,309
KR,PH,Directed,309
KR,US,Directed,309
US,KR,Directed,309
CA,US,Directed,309
KR,HK,Directed,309
KR,TH,Directed,309
TW,KR,Directed,309
KR,US,Directed,309
KR,US,Directed,309
KR,US,Directed,309
JP,US,Directed,309
JP,KR,Directed,309
KR,JP,Directed,184
US,KW,Directed,309
KW,IE,Directed,309
KW,GB,Directed,309
LB,KW,Directed,184
EG,KW,Directed,309
IT,KW,Directed,309
FR,KW,Directed,309
KW,AE,Directed,184
TR,KW,Directed,309
FR,US,Directed,184
LA,CN,Directed,184
LA,TH,Directed,184
CL,AR,Directed,184
QA,ES,Directed,309
ES,QA,Directed,309
ES,BR,Directed,309
BR,CL,Directed,309
ZA,BR,Directed,309
BR,AR,Directed,184
IT,BR,Directed,309
BR,PE,Directed,309
PY,CL,Directed,184
BR,US,Directed,309
UY,BR,Directed,184
US,BR,Directed,309
US,BR,Directed,309
BR,AR,Directed,309
US,MX,Directed,309
US,BR,Directed,309
US,PE,Directed,309
BR,US,Directed,309
CL,FK,Directed,184
AR,PE,Directed,184
UY,PE,Directed,184
CL,AR,Directed,184
PY,PE,Directed,184
CL,BR,Directed,309
AR,PE,Directed,309
AR,PE,Directed,184
CL,PE,Directed,309
CL,AR,Directed,184
CL,UY,Directed,184
BO,CL,Directed,184
AR,PE,Directed,184
AR,PE,Directed,184
MA,AT,Directed,184
ES,DE,Directed,184
DE,ES,Directed,184
AT,ES,Directed,184
GB,AT,Directed,184
LC,AG,Directed,184
KN,AG,Directed,184
JO,LY,Directed,309
LY,TN,Directed,184
ID,SA,Directed,309
CN,ID,Directed,184
ID,CN,Directed,184
IN,SA,Directed,184
MY,ID,Directed,184
NL,GB,Directed,184
NO,GB,Directed,184
JP,PL,Directed,309
PL,DO,Directed,309
KZ,PL,Directed,184
IL,PL,Directed,184
PL,ES,Directed,184
GB,PL,Directed,184
PL,SI,Directed,184
DE,PL,Directed,184
PL,BY,Directed,184
HR,PL,Directed,184
IT,PL,Directed,184
CZ,PL,Directed,184
RO,PL,Directed,184
HU,PL,Directed,184
PL,UA,Directed,184
PL,SK,Directed,184
RU,PL,Directed,184
PL,TR,Directed,184
DK,PL,Directed,184
UA,PL,Directed,184
JP,CN,Directed,184
JP,DE,Directed,309
JP,DE,Directed,309
CO,DE,Directed,309
MX,DE,Directed,309
JP,DE,Directed,309
KR,DE,Directed,309
CN,DE,Directed,309
MU,DE,Directed,309
CN,DE,Directed,309
US,DE,Directed,309
MV,DE,Directed,309
CN,DE,Directed,309
JP,DE,Directed,309
KR,DE,Directed,309
DE,IL,Directed,184
DE,US,Directed,309
DE,US,Directed,309
DE,US,Directed,309
DE,IL,Directed,184
DE,US,Directed,309
DE,US,Directed,309
DE,IN,Directed,309
DE,AZ,Directed,184
DE,US,Directed,309
DE,GR,Directed,184
DE,US,Directed,309
DE,CA,Directed,309
DE,US,Directed,309
DE,US,Directed,309
DE,US,Directed,309
DE,US,Directed,309
DE,IN,Directed,309
DE,US,Directed,309
DE,RU,Directed,184
DE,IS,Directed,184
DE,NG,Directed,309
DE,RU,Directed,184
DE,US,Directed,309
DE,PT,Directed,184
DE,IL,Directed,184
GB,DE,Directed,184
DE,US,Directed,309
FI,DE,Directed,184
DE,US,Directed,309
DE,ES,Directed,184
DE,RU,Directed,184
DE,MA,Directed,184
DE,CY,Directed,184
GR,DE,Directed,184
DE,US,Directed,309
DE,AL,Directed,184
DE,ES,Directed,184
ES,DE,Directed,184
DE,IN,Directed,309
GB,DE,Directed,184
ES,DE,Directed,184
ES,DE,Directed,184
DE,US,Directed,309
DE,FR,Directed,184
DE,UA,Directed,184
DE,IE,Directed,184
DE,NL,Directed,184
DE,SE,Directed,184
DE,PL,Directed,184
DE,US,Directed,309
HU,DE,Directed,184
DE,US,Directed,309
DE,CZ,Directed,184
DE,DK,Directed,184
DE,GB,Directed,184
DE,SA,Directed,309
DE,IN,Directed,309
DE,IN,Directed,309
DE,IT,Directed,184
BG,DE,Directed,184
BE,DE,Directed,184
PL,DE,Directed,184
DE,RU,Directed,184
DE,IT,Directed,184
DE,NO,Directed,184
IE,DE,Directed,184
PL,DE,Directed,184
MD,DE,Directed,184
DE,US,Directed,309
FI,DE,Directed,184
DE,HU,Directed,184
SE,DE,Directed,184
FR,DE,Directed,184
DE,US,Directed,309
PT,DE,Directed,184
DE,IN,Directed,309
UA,DE,Directed,184
DE,GR,Directed,184
IT,DE,Directed,184
DE,AT,Directed,184
DK,DE,Directed,184
CH,DE,Directed,184
DE,ES,Directed,184
DE,HR,Directed,184
ES,DE,Directed,184
FR,DE,Directed,184
EG,DE,Directed,184
DE,ET,Directed,309
DE,LB,Directed,184
IT,DE,Directed,184
FR,DE,Directed,184
NO,DE,Directed,184
FR,DE,Directed,184
DE,SE,Directed,184
DE,TR,Directed,184
DE,GB,Directed,184
DE,CH,Directed,184
BE,DE,Directed,184
UA,DE,Directed,184
DE,BE,Directed,184
DE,KZ,Directed,309
DE,AZ,Directed,184
DE,KW,Directed,309
RS,DE,Directed,184
DE,US,Directed,309
DE,RU,Directed,184
IT,DE,Directed,184
GB,DE,Directed,184
PT,DE,Directed,184
ES,DE,Directed,184
FR,DE,Directed,184
DE,ES,Directed,184
HR,DE,Directed,184
DE,FR,Directed,184
IT,DE,Directed,184
DE,US,Directed,309
RO,DE,Directed,184
DE,EG,Directed,184
DK,DE,Directed,184
PL,DE,Directed,184
BA,DE,Directed,184
DE,EE,Directed,184
GB,DE,Directed,184
DE,CR,Directed,309
CH,DE,Directed,184
FR,DE,Directed,184
RO,DE,Directed,184
DE,FI,Directed,184
DE,JP,Directed,309
PL,DE,Directed,184
PL,DE,Directed,184
DE,AE,Directed,309
FR,DE,Directed,184
DE,IT,Directed,184
BG,DE,Directed,184
ES,DE,Directed,184
MT,DE,Directed,184
DE,IT,Directed,11
DE,PT,Directed,184
IT,DE,Directed,184
ES,DE,Directed,184
ES,DE,Directed,184
AT,DE,Directed,184
CH,DE,Directed,184
FR,DE,Directed,184
CN,DE,Directed,309
DE,ZA,Directed,309
US,DE,Directed,309
DE,US,Directed,309
DE,CN,Directed,309
DE,CN,Directed,309
US,DE,Directed,309
DE,CN,Directed,309
LU,ES,Directed,184
LU,DK,Directed,184
GB,LU,Directed,184
FR,LU,Directed,184
AT,LU,Directed,184
FR,LU,Directed,184
RU,IR,Directed,309
ES,IR,Directed,309
FR,IR,Directed,309
IQ,IR,Directed,309
MY,GB,Directed,309
MY,SA,Directed,309
CN,MY,Directed,309
AU,MY,Directed,184
IN,MY,Directed,184
MY,CN,Directed,309
MY,CN,Directed,184
PH,MY,Directed,184
MY,TW,Directed,184
MY,PH,Directed,184
MY,CN,Directed,309
GB,MY,Directed,309
NZ,MY,Directed,309
MY,IN,Directed,309
AU,MY,Directed,309
ID,MY,Directed,184
KH,MY,Directed,184
HK,MY,Directed,184
ID,MY,Directed,184
VN,MY,Directed,184
MY,HK,Directed,184
MY,AU,Directed,184
TH,MY,Directed,184
MY,NP,Directed,184
MY,IN,Directed,309
JP,MY,Directed,309
HK,TW,Directed,184
JP,TW,Directed,184
HK,TW,Directed,184
NL,US,Directed,309
ML,CI,Directed,184
FR,LB,Directed,309
AE,LB,Directed,309
DE,LB,Directed,184
IT,LB,Directed,184
SA,LB,Directed,309
IQ,LB,Directed,184
GH,LB,Directed,309
LB,IQ,Directed,184
GB,LB,Directed,184
LB,QA,Directed,184
EG,LB,Directed,184
TH,MM,Directed,184
IT,GE,Directed,184
AU,SB,Directed,184
IT,MX,Directed,309
IT,MX,Directed,309
AU,WS,Directed,184
HK,NP,Directed,184
NP,IN,Directed,309
IN,NP,Directed,184
SA,EG,Directed,184
TH,CN,Directed,184
EG,AE,Directed,184
EG,SA,Directed,184
SA,EG,Directed,184
CN,TH,Directed,184
TH,VN,Directed,184
CN,TH,Directed,309
CN,TH,Directed,309
SE,FI,Directed,184
LV,FI,Directed,184
LT,FI,Directed,184
RU,CN,Directed,184
VN,RU,Directed,309
TH,RU,Directed,309
RU,CU,Directed,309
RU,AM,Directed,184
RU,TR,Directed,184
AM,RU,Directed,184
JO,RU,Directed,184
SG,GB,Directed,309
TH,NO,Directed,309
US,DK,Directed,309
US,ES,Directed,309
TH,SE,Directed,309
US,ES,Directed,309
AE,DK,Directed,184
US,FR,Directed,309
US,IT,Directed,309
ES,FI,Directed,184
IE,US,Directed,184
DK,JO,Directed,184
NO,ES,Directed,184
FI,ES,Directed,184
SE,ES,Directed,184
ES,DE,Directed,184
DK,ES,Directed,184
DK,ES,Directed,184
SE,ES,Directed,184
ES,DE,Directed,184
NO,ES,Directed,184
DK,ES,Directed,184
GB,US,Directed,309
SE,ES,Directed,184
DE,ES,Directed,184
FR,US,Directed,309
ES,NO,Directed,184
IL,IT,Directed,184
DK,ES,Directed,184
SE,GB,Directed,184
DK,ES,Directed,184
DK,ES,Directed,184
SE,FR,Directed,184
SE,IT,Directed,184
GB,ES,Directed,184
NO,ES,Directed,184
PL,ES,Directed,184
NO,ES,Directed,184
NO,ES,Directed,184
TR,NO,Directed,184
SE,IL,Directed,184
GB,FI,Directed,184
MA,DK,Directed,184
DE,SE,Directed,184
GB,NO,Directed,184
NO,DE,Directed,184
CZ,NO,Directed,184
FR,FI,Directed,184
ES,SE,Directed,184
PL,NO,Directed,184
NO,ES,Directed,184
FI,ES,Directed,184
PL,SE,Directed,184
IS,ES,Directed,184
ES,SE,Directed,184
ES,GB,Directed,184
GB,NO,Directed,184
DK,TH,Directed,309
PL,NO,Directed,184
IS,IT,Directed,184
NL,FI,Directed,184
MQ,CA,Directed,184
IT,NO,Directed,184
NO,SE,Directed,184
DK,GB,Directed,184
LV,SE,Directed,184
MQ,US,Directed,184
CZ,NO,Directed,184
PL,NO,Directed,184
GB,US,Directed,309
PL,NO,Directed,184
DK,NO,Directed,184
PT,SE,Directed,184
LV,NO,Directed,184
ES,NO,Directed,184
SE,ES,Directed,184
DK,ES,Directed,184
DE,NO,Directed,184
IE,NO,Directed,184
IS,NO,Directed,184
FR,NO,Directed,184
FR,DK,Directed,184
NO,GB,Directed,184
LT,NO,Directed,184
GP,US,Directed,184
SE,CZ,Directed,184
HU,NO,Directed,184
FR,SE,Directed,184
GB,US,Directed,309
DK,IL,Directed,184
SE,ES,Directed,184
SE,EG,Directed,184
OM,PH,Directed,309
TH,OM,Directed,309
DE,OM,Directed,309
ID,OM,Directed,309
GB,OM,Directed,309
IN,OM,Directed,184
OM,FR,Directed,309
IN,OM,Directed,184
IN,OM,Directed,184
IN,OM,Directed,184
IN,OM,Directed,184
OM,IN,Directed,184
OM,IN,Directed,184
PK,OM,Directed,184
SA,OM,Directed,309
IN,OM,Directed,184
LK,OM,Directed,184
OM,SA,Directed,184
OM,DE,Directed,309
OM,GB,Directed,309
OM,TR,Directed,184
OM,SA,Directed,309
OM,EG,Directed,309
OM,IQ,Directed,184
OM,IN,Directed,184
OM,JO,Directed,184
OM,GB,Directed,309
OM,IN,Directed,184
OM,RU,Directed,184
OM,IT,Directed,309
OM,KE,Directed,184
OM,CH,Directed,309
IN,OM,Directed,184
TR,HR,Directed,184
FR,TR,Directed,184
TR,BG,Directed,184
IT,TR,Directed,184
IN,SA,Directed,309
KS,DE,Directed,184
PK,CA,Directed,309
PK,GB,Directed,309
PK,GB,Directed,309
SA,PK,Directed,184
SA,PK,Directed,309
PK,GB,Directed,309
AE,PK,Directed,184
PK,SA,Directed,309
TW,JP,Directed,184
JP,HK,Directed,184
KR,JP,Directed,184
TR,DK,Directed,184
TR,BE,Directed,184
CH,TR,Directed,184
TR,DE,Directed,184
FR,TR,Directed,184
GB,TR,Directed,184
TR,DE,Directed,184
SE,TR,Directed,184
DE,TR,Directed,184
TR,FR,Directed,184
TR,GE,Directed,184
TR,IL,Directed,184
TR,JO,Directed,184
IT,TR,Directed,184
TR,UA,Directed,184
BE,TR,Directed,184
NL,TR,Directed,184
TR,HU,Directed,184
DE,TR,Directed,184
DE,TR,Directed,184
DE,TR,Directed,184
FR,TR,Directed,184
RS,TR,Directed,184
TR,DE,Directed,184
ES,TR,Directed,184
FR,TR,Directed,184
DE,TR,Directed,184
CY,TR,Directed,184
IT,TR,Directed,184
TR,BA,Directed,184
UA,TR,Directed,184
IT,TR,Directed,184
TR,RO,Directed,184
GB,TR,Directed,184
TR,CY,Directed,184
RU,TR,Directed,184
TR,CY,Directed,184
NL,TR,Directed,184
AT,CH,Directed,184
PH,AE,Directed,309
PH,SA,Directed,309
PH,AE,Directed,309
PH,GB,Directed,309
PH,SA,Directed,309
CA,PH,Directed,309
US,PH,Directed,309
US,PH,Directed,309
CA,PH,Directed,309
PH,US,Directed,309
PH,JP,Directed,184
HK,PH,Directed,309
PH,TH,Directed,184
NZ,PH,Directed,309
PH,SG,Directed,184
PH,HK,Directed,184
KR,PH,Directed,309
KR,PH,Directed,309
PH,CA,Directed,309
SG,PH,Directed,184
TH,PH,Directed,184
RU,IT,Directed,184
IT,RU,Directed,184
TR,RU,Directed,184
ES,RU,Directed,184
IT,RU,Directed,184
RU,TR,Directed,184
GE,RU,Directed,184
RU,IT,Directed,184
IT,RU,Directed,184
ME,RU,Directed,184
TR,RU,Directed,184
US,KR,Directed,309
HK,US,Directed,309
DE,KR,Directed,309
US,JP,Directed,309
US,KR,Directed,309
US,CA,Directed,184
CA,US,Directed,184
CA,US,Directed,184
US,CA,Directed,184
AU,US,Directed,309
AU,US,Directed,309
AU,US,Directed,309
US,AU,Directed,309
AU,US,Directed,309
AU,JP,Directed,309
US,AU,Directed,309
AU,HK,Directed,309
US,AU,Directed,309
US,AU,Directed,309
AU,SG,Directed,309
US,AU,Directed,309
AU,SG,Directed,309
US,AU,Directed,309
AU,PH,Directed,309
AU,US,Directed,309
JP,AU,Directed,309
JP,AU,Directed,309
JP,AU,Directed,309
HK,AU,Directed,309
AU,JP,Directed,309
HK,AU,Directed,309
HK,AU,Directed,309
AU,US,Directed,309
SG,AU,Directed,309
AU,NZ,Directed,309
TH,AU,Directed,309
GB,AU,Directed,309
AU,GB,Directed,309
CN,AU,Directed,309
SG,AU,Directed,309
SG,AU,Directed,309
SG,AU,Directed,309
SG,AU,Directed,309
QA,ZA,Directed,309
VN,QA,Directed,309
DE,QA,Directed,309
US,LU,Directed,309
US,NL,Directed,309
HK,QA,Directed,309
QA,HU,Directed,309
BE,QA,Directed,309
US,BE,Directed,309
QA,LU,Directed,309
FR,QA,Directed,309
QA,LU,Directed,309
QA,PK,Directed,309
IN,BD,Directed,309
QA,BE,Directed,309
US,QA,Directed,309
QA,NZ,Directed,309
US,QA,Directed,309
US,QA,Directed,309
US,QA,Directed,309
US,QA,Directed,309
US,QA,Directed,309
CA,QA,Directed,309
US,QA,Directed,309
NZ,QA,Directed,309
QA,ZA,Directed,309
QA,JP,Directed,309
QA,BR,Directed,309
QA,US,Directed,309
QA,US,Directed,309
QA,US,Directed,309
QA,US,Directed,309
QA,US,Directed,309
QA,US,Directed,309
QA,US,Directed,309
QA,NG,Directed,309
QA,GB,Directed,309
QA,ES,Directed,309
QA,US,Directed,309
QA,PH,Directed,309
QA,ID,Directed,309
AU,QA,Directed,309
QA,ID,Directed,309
QA,US,Directed,309
QA,AU,Directed,309
QA,MY,Directed,309
QA,MA,Directed,309
QA,CN,Directed,309
QA,HK,Directed,309
BR,QA,Directed,309
NO,QA,Directed,309
BE,QA,Directed,309
CH,QA,Directed,309
CZ,QA,Directed,184
IT,QA,Directed,184
GB,QA,Directed,309
ES,QA,Directed,309
IE,QA,Directed,309
DK,QA,Directed,309
TH,QA,Directed,309
FR,QA,Directed,309
PL,QA,Directed,309
DE,QA,Directed,309
GB,QA,Directed,309
HR,QA,Directed,184
GB,QA,Directed,309
IT,QA,Directed,309
IT,QA,Directed,309
GR,QA,Directed,184
GB,QA,Directed,309
TR,QA,Directed,184
TR,QA,Directed,184
QA,LK,Directed,309
DE,QA,Directed,309
QA,NP,Directed,309
CY,QA,Directed,184
RO,QA,Directed,184
KE,QA,Directed,184
QA,GB,Directed,309
TR,QA,Directed,184
PH,QA,Directed,309
GR,QA,Directed,184
RU,QA,Directed,184
BG,QA,Directed,184
TR,QA,Directed,309
LB,QA,Directed,309
RS,QA,Directed,184
UA,QA,Directed,184
ZA,QA,Directed,309
ID,QA,Directed,309
PH,QA,Directed,309
AU,QA,Directed,309
HK,QA,Directed,309
ZA,QA,Directed,309
AU,QA,Directed,309
NP,QA,Directed,184
QA,TR,Directed,184
QA,IQ,Directed,184
ID,QA,Directed,309
QA,CY,Directed,184
QA,GB,Directed,309
AU,QA,Directed,309
VN,QA,Directed,309
QA,TR,Directed,309
MZ,QA,Directed,309
QA,LB,Directed,309
MY,QA,Directed,309
QA,KW,Directed,309
QA,FR,Directed,309
BD,QA,Directed,309
VN,QA,Directed,309
QA,GB,Directed,309
UG,RW,Directed,309
QA,ES,Directed,309
QA,SE,Directed,309
QA,AT,Directed,184
KW,QA,Directed,309
QA,IT,Directed,309
MY,QA,Directed,309
QA,IT,Directed,309
QA,DK,Directed,309
IR,IQ,Directed,309
CN,KR,Directed,184
RU,TR,Directed,184
RU,TR,Directed,184
AM,RU,Directed,184
UA,RU,Directed,184
EE,UA,Directed,184
LV,PL,Directed,184
PL,LT,Directed,184
DK,EE,Directed,184
ID,RU,Directed,309
TH,RU,Directed,309
RU,IL,Directed,184
UA,RU,Directed,184
RU,TR,Directed,184
RU,FR,Directed,184
CY,RU,Directed,184
RU,CY,Directed,184
DE,RU,Directed,184
DE,RU,Directed,184
RU,CZ,Directed,184
CZ,RU,Directed,184
RU,GB,Directed,184
CY,RU,Directed,184
FR,RU,Directed,184
RU,TR,Directed,184
AE,RU,Directed,184
IT,RU,Directed,184
IT,RU,Directed,184
RU,UA,Directed,184
IL,RU,Directed,184
RU,DE,Directed,184
TD,MA,Directed,184
SA,MA,Directed,309
FR,MA,Directed,184
FR,MA,Directed,184
MA,NL,Directed,184
MA,DE,Directed,184
FR,MA,Directed,184
MA,GB,Directed,184
MA,FR,Directed,184
FR,MA,Directed,184
MA,BE,Directed,184
MA,DE,Directed,184
MA,FR,Directed,184
MA,SN,Directed,184
MA,CH,Directed,184
MA,IT,Directed,184
MA,GB,Directed,184
MA,FR,Directed,184
MA,FR,Directed,184
MA,PT,Directed,184
MA,ES,Directed,184
MA,IT,Directed,184
MA,IT,Directed,184
AU,BN,Directed,309
BN,TH,Directed,184
BN,AU,Directed,309
BN,ID,Directed,184
VN,RU,Directed,309
JO,FR,Directed,184
JO,CA,Directed,309
JO,US,Directed,309
JO,ES,Directed,184
JO,GB,Directed,309
AE,JO,Directed,184
EG,JO,Directed,309
ES,IE,Directed,184
PL,IL,Directed,184
US,IE,Directed,184
HU,ES,Directed,184
DE,ES,Directed,184
LT,CY,Directed,184
JO,IT,Directed,184
FR,MA,Directed,184
PT,GB,Directed,184
GB,CY,Directed,184
IT,IE,Directed,184
BE,ES,Directed,184
ES,GB,Directed,184
ES,PL,Directed,184
IT,IE,Directed,184
GB,PT,Directed,184
IT,GB,Directed,184
LV,MT,Directed,184
SK,IE,Directed,184
DE,MA,Directed,184
GR,BE,Directed,184
ES,GB,Directed,184
GB,ES,Directed,184
IL,IT,Directed,184
ES,DE,Directed,184
ES,DE,Directed,184
PL,IE,Directed,184
ES,GB,Directed,184
IE,ES,Directed,184
LT,ES,Directed,184
IT,GB,Directed,184
IT,ES,Directed,184
DK,ES,Directed,184
ES,DE,Directed,184
IT,GR,Directed,184
GB,ES,Directed,184
ES,GB,Directed,184
CZ,IE,Directed,184
ES,PL,Directed,184
GB,ES,Directed,184
ES,DE,Directed,184
MA,IT,Directed,184
ES,CZ,Directed,184
ES,DE,Directed,184
ES,DE,Directed,184
NL,MA,Directed,184
HU,IT,Directed,184
IT,RO,Directed,184
PT,BE,Directed,184
ES,IE,Directed,184
ES,GB,Directed,184
ES,SE,Directed,184
ES,IT,Directed,184
ES,GB,Directed,184
ES,DE,Directed,184
ES,BE,Directed,184
ES,DE,Directed,184
GR,GB,Directed,184
ES,GB,Directed,184
ES,DE,Directed,184
MA,GB,Directed,184
PL,IT,Directed,184
GB,PL,Directed,184
IT,IL,Directed,184
ES,IE,Directed,184
PL,MT,Directed,184
IT,PL,Directed,184
IE,GB,Directed,184
IE,NL,Directed,184
GB,ES,Directed,184
ES,GB,Directed,184
ES,GB,Directed,184
IT,ES,Directed,184
ES,SE,Directed,184
ES,GB,Directed,184
FR,MA,Directed,184
LT,IL,Directed,184
GB,ES,Directed,184
NL,BG,Directed,184
ES,MA,Directed,184
IT,CZ,Directed,184
ES,DE,Directed,184
FR,BE,Directed,184
DE,PT,Directed,184
GB,PL,Directed,184
FR,IT,Directed,184
ES,GB,Directed,184
ES,GB,Directed,184
ES,GB,Directed,184
ES,GB,Directed,184
ES,IT,Directed,184
ES,GB,Directed,184
IL,SK,Directed,184
PL,NO,Directed,184
BE,IT,Directed,184
ES,DE,Directed,184
DE,IE,Directed,184
DK,IT,Directed,184
DE,GB,Directed,184
CZ,MA,Directed,184
ES,GB,Directed,184
IT,DE,Directed,184
BE,ES,Directed,184
ES,IE,Directed,184
HU,IT,Directed,184
PT,BE,Directed,184
IT,BG,Directed,184
IT,GR,Directed,184
IT,GB,Directed,184
BG,IE,Directed,184
ES,DE,Directed,184
GB,NO,Directed,184
IE,GB,Directed,184
DE,RS,Directed,184
GB,IT,Directed,184
PT,DE,Directed,184
IL,BE,Directed,184
GB,PT,Directed,184
GB,PL,Directed,184
DE,MA,Directed,184
NL,IT,Directed,184
MA,ES,Directed,184
ME,GB,Directed,184
ES,GB,Directed,184
BE,PT,Directed,184
ES,FR,Directed,184
ES,GB,Directed,184
IL,DE,Directed,184
GR,DE,Directed,184
DE,IT,Directed,184
PT,IT,Directed,184
ES,DE,Directed,184
GB,MT,Directed,184
BE,ES,Directed,184
LV,DE,Directed,184
GB,ES,Directed,184
DE,IT,Directed,184
DE,LT,Directed,184
GB,IE,Directed,184
GB,DK,Directed,184
BE,IT,Directed,184
BE,ES,Directed,184
IT,LT,Directed,184
DE,ES,Directed,184
FR,BE,Directed,184
GB,ES,Directed,184
GB,HU,Directed,184
DE,GB,Directed,184
DE,ES,Directed,184
DK,HU,Directed,184
ES,DE,Directed,184
IE,ES,Directed,184
ES,GB,Directed,184
IT,LT,Directed,184
IT,GR,Directed,184
IT,ES,Directed,184
RO,BE,Directed,184
GB,IT,Directed,184
FR,BE,Directed,184
DE,GB,Directed,184
GB,IE,Directed,184
ES,GB,Directed,184
GB,DE,Directed,184
DE,ES,Directed,184
ES,GB,Directed,184
LU,IE,Directed,184
PL,GB,Directed,184
IE,GB,Directed,184
MT,ES,Directed,184
FR,ES,Directed,184
LV,GB,Directed,184
IT,DE,Directed,184
DE,LT,Directed,184
ES,IT,Directed,184
GB,DK,Directed,184
NO,PL,Directed,184
PT,FR,Directed,184
GB,FR,Directed,184
IE,GB,Directed,184
PT,NL,Directed,184
MA,BE,Directed,184
ES,PL,Directed,184
GB,ES,Directed,184
PL,BE,Directed,184
ES,GB,Directed,184
MT,IT,Directed,184
IT,DE,Directed,184
PL,SE,Directed,184
ES,IT,Directed,184
DE,IT,Directed,184
PT,GB,Directed,184
ES,NL,Directed,184
FR,BE,Directed,184
ES,IT,Directed,184
PL,UA,Directed,184
RO,IE,Directed,184
TH,RU,Directed,184
RU,CY,Directed,184
RU,BG,Directed,184
RU,ES,Directed,184
TH,RU,Directed,184
GE,RU,Directed,184
RU,DE,Directed,184
RU,GE,Directed,184
TJ,RU,Directed,184
AM,RU,Directed,184
KG,RU,Directed,184
