AFL,FRU,SVO,A320,Medium
AFL,SXF,SVO,A320,Medium
AFL,TJM,SVO,B738,Medium
AFL,SVO,ROV,A320,Medium
AFL,ATH,SVO,A321,Medium
AFL,SVO,VIE,A320,Medium
AFL,AER,SVO,B738,Medium
AFL,SVO,CEK,A320,Medium
AFL,KZN,SVO,A320,Medium
AFL,CDG,SVO,A321,Medium
AFL,SVO,KRR,A320,Medium
AFL,SVO,TJM,A320,Medium
AFL,BRU,SVO,B738,Medium
AFL,SVO,TLV,A321,Medium
AFL,ULV,SVO,SU95,Medium
AFL,SVO,UFA,A320,Medium
AFL,EGO,SVO,SU95,Medium
AFL,TLV,SVO,B77W,Heavy
AFL,SVO,KUF,A320,Medium
AFL,OVB,SVO,A321,Medium
AFL,MRV,SVO,A320,Medium
AFL,ARH,SVO,SU95,Medium
AFL,SVO,SIP,A320,Medium
AFL,LED,SVO,A320,Medium
AFL,HAM,SVO,A320,Medium
AFL,IKT,SVO,B738,Medium
AFL,TSE,SVO,B738,Medium
AFL,SVO,VOG,B738,Medium
AFL,VCE,SVO,A320,Medium
AFL,SVO,MXP,B738,Medium
AFL,SVO,AMS,A321,Medium
AFL,SVO,JFK,A333,Heavy
AFL,SVO,DUS,A320,Medium
AFL,TIV,SVO,SU95,Medium
AFL,BUD,SVO,A320,Medium
AFL,IST,SVO,A320,Medium
AFL,SVO,CDG,A321,Medium
AFL,AGP,SVO,B738,Medium
AFL,SVO,AAQ,A320,Medium
AFL,FCO,SVO,B738,Medium
AFL,SVO,LHR,A321,Medium
AFL,BEG,SVO,A320,Medium
AFL,VIE,SVO,B738,Medium
AFL,SVO,MUC,A320,Medium
AFL,SVO,PRG,A320,Medium
AFL,ZRH,SVO,B738,Medium
AFL,ARN,SVO,A320,Medium
AFL,SVO,BOJ,SU95,Medium
AFL,SVO,IGT,A320,Medium
AFL,MSQ,SVO,A321,Medium
AFL,ALC,SVO,B738,Medium
AFL,CPH,SVO,A320,Medium
AFL,SVO,BRU,A320,Medium
AFL,SVO,NBC,A320,Medium
AFL,WAW,SVO,A320,Medium
AFL,SVO,LED,B738,Medium
AFL,HAJ,SVO,A321,Medium
AFL,SVO,DEL,A333,Heavy
AFL,OSL,SVO,A320,Medium
AFL,MUC,SVO,A321,Medium
AFL,GVA,SVO,A321,Medium
AFL,SVO,FRA,A320,Medium
AFL,GYD,SVO,B738,Medium
AFL,NCE,SVO,A321,Medium
AFL,PRG,SVO,A320,Medium
AFL,EVN,SVO,B738,Medium
AFL,LED,SVO,A320,Medium
AFL,MSQ,SVO,SU95,Medium
AFL,LCA,SVO,A321,Medium
AFL,SVO,SKX,SU95,Medium
AFL,AMS,SVO,A333,Heavy
AFL,SVO,MCX,A320,Medium
AFL,NUX,SVO,B738,Medium
AFL,SVO,REN,B738,Medium
AFL,SVO,SXF,B738,Medium
AFL,BAX,SVO,A320,Medium
AFL,NJC,SVO,A320,Medium
AFL,AER,SVO,SU95,Medium
ARG,EZE,FCO,A332,Heavy
ARG,EZE,JFK,A332,Heavy
ARG,EZE,MAD,A343,Heavy
ARG,EZE,BOG,A332,Heavy
ARG,GRU,AEP,B38M,Medium
BOX,LEJ,CVG,B77L,Heavy
BOX,LEJ,BKK,B77L,Heavy
BOX,BLR,LEJ,B77L,Heavy
BOX,LEJ,PVG,B77L,Heavy
BOX,DXB,LEJ,B77L,Heavy
BOX,HKG,LEJ,B77L,Heavy
BOX,LEJ,NRT,B77L,Heavy
BOX,CVG,EMA,B77L,Heavy
BOX,BAH,HKG,B77L,Heavy
TAO,ACA,MEX,AT76,Medium
TAO,GDL,PBC,AT76,Medium
AMX,MEX,EZE,B788,Heavy
AMX,MTY,ICN,B788,Heavy
AMX,MEX,AMS,B789,Heavy
AMX,MEX,LHR,B789,Heavy
AMX,MEX,CDG,B789,Heavy
AMX,NRT,MEX,B788,Heavy
AMX,MEX,NRT,B788,Heavy
AMX,MEX,YVR,B738,Medium
AMX,YVR,MEX,B738,Medium
AMX,ORD,GDL,B738,Medium
AMX,PVG,MEX,B788,Heavy
AMX,CUN,MEX,B737,Medium
AMX,CUN,MEX,B738,Medium
AMX,MEX,MID,B738,Medium
AMX,SJO,MEX,B738,Medium
AMX,MEX,CUU,B737,Medium
AMX,MTY,MEX,B737,Medium
AMX,GDL,TIJ,B738,Medium
SLI,TRC,MEX,E190,Medium
SLI,MEX,CEN,E190,Medium
SLI,MEX,CME,E190,Medium
SLI,VSA,MEX,E190,Medium
SLI,ZCL,MEX,E170,Medium
SLI,MEX,AGU,E170,Medium
SLI,VER,MEX,E170,Medium
SLI,MTY,BJX,E190,Medium
SLI,MEX,CUN,E190,Medium
SLI,AGU,MEX,E190,Medium
SLI,BJX,MTY,E190,Medium
SLI,TGZ,MEX,E190,Medium
SLI,PVR,MEX,E190,Medium
SLI,DGO,MEX,E190,Medium
SLI,QRO,MTY,E170,Medium
SLI,MEX,TRC,E190,Medium
SLI,MEX,MTY,E190,Medium
SLI,MEX,VER,E190,Medium
SLI,TAP,MEX,E190,Medium
SLI,MEX,MTT,E170,Medium
SLI,GDL,ATL,E190,Medium
VTM,SHV,GDC,SW3,Light
VTM,SHV,GDC,SW3,Light
VTM,SHV,SLW,DC93,Medium
TNO,CVG,MEX,A30B,Heavy
TNO,LAX,MEX,A30B,Heavy
AAF,PEK,ORY,A332,Heavy
AAF,TLS,ALG,A320,Medium
AAF,ORY,OPO,A320,Medium
AAF,MRS,QSF,A320,Medium
DAH,AMM,ALG,B738,Medium
DAH,ALG,IST,B738,Medium
DAH,ORY,ORN,B738,Medium
DAH,LYS,QSF,B738,Medium
DAH,TLS,ORN,B738,Medium
DAH,ALG,ORY,A332,Heavy
DAH,ALG,GVA,B736,Medium
DAH,LYS,ALG,B738,Medium
DAH,ORY,ALG,B738,Medium
DAH,BEY,ALG,B737,Medium
GUY,PTP,PUJ,AT76,Medium
ABY,SHJ,CGP,A320,Medium
ABY,SHJ,KRT,A320,Medium
ABY,SHJ,TRV,A320,Medium
ABY,SHJ,BEY,A320,Medium
ABY,SHJ,CMB,A320,Medium
ABY,SHJ,CAI,A320,Medium
ABY,SHJ,COK,A320,Medium
ABY,SHJ,KTM,A320,Medium
ABY,SHJ,EVN,A320,Medium
ABY,SHJ,GIZ,A320,Medium
ABY,BSL,CMN,A320,Medium
ABY,BLQ,CMN,A320,Medium
ABY,MUC,AGA,A320,Medium
ABY,AMS,FEZ,A320,Medium
ABY,SHJ,JED,A320,Medium
ABY,MHD,SHJ,A320,Medium
ABY,CDG,RAK,A320,Medium
ABY,IKA,SHJ,A320,Medium
ABY,SHJ,RUH,A320,Medium
ABY,NAP,CMN,A320,Medium
ABY,SHJ,DAC,A320,Medium
ABY,NBO,SHJ,A320,Medium
ABY,DME,SHJ,A320,Medium
ABY,SHJ,KWI,A320,Medium
ABY,SHJ,BGW,A320,Medium
ABY,SXB,FEZ,A320,Medium
ABY,BRU,TNG,A320,Medium
ABY,SHJ,ELQ,A320,Medium
ABY,HBE,SHJ,A320,Medium
ABY,MED,SHJ,A320,Medium
ABY,MCT,SHJ,A320,Medium
ABY,JED,RKT,A320,Medium
ABY,KHI,SHJ,A320,Medium
ABY,SHJ,KTM,A320,Medium
ABY,SHJ,SLL,A320,Medium
ABY,RUH,HBE,A320,Medium
ABY,SHJ,DMM,A320,Medium
ABY,TIF,SHJ,A320,Medium
ABY,SHJ,BOM,A320,Medium
ABY,SHJ,HAS,A320,Medium
KZR,BKK,ALA,B752,Medium
KZR,TSE,LHR,B752,Medium
KZR,TSE,FRA,B752,Medium
KZR,AMS,GUW,A321,Medium
KZR,ALA,LED,A320,Medium
KZR,ALA,TSE,E190,Medium
KZR,ALA,FRU,A321,Medium
BTI,LGW,RIX,BCS3,Medium
BTI,RIX,MAD,BCS3,Medium
BTI,ARN,RIX,DH8D,Medium
BTI,RIX,PLQ,B733,Medium
BTI,HEL,RIX,DH8D,Medium
BTI,VIE,TLL,DH8D,Medium
ABB,DXB,LHR,A343,Heavy
ABL,PUS,REP,A321,Medium
ABL,GMP,PUS,A320,Medium
ABL,FUK,PUS,A321,Medium
ABL,PUS,GMP,A320,Medium
ABL,PUS,DAD,A321,Medium
ABL,PUS,CEB,A321,Medium
MSC,JED,HBE,A320,Medium
MSC,ATZ,JED,A320,Medium
MSC,RUH,HMB,A320,Medium
ACA,SYD,YVR,B77L,Heavy
ACA,DEL,YVR,B789,Heavy
ACA,BNE,YVR,B788,Heavy
ACA,YYZ,BOM,B77L,Heavy
ACA,YYZ,DEL,B789,Heavy
ACA,YVR,YXE,CRJ9,Medium
ACA,YYZ,GRU,B77W,Heavy
ACA,YVR,MEL,B789,Heavy
ACA,YVR,BNE,B788,Heavy
ACA,YVR,SYD,B77L,Heavy
ACA,HKG,YYZ,B77W,Heavy
ACA,YVR,DEL,B789,Heavy
ACA,LHR,YYZ,B789,Heavy
ACA,BRU,YUL,B789,Heavy
ACA,FRA,YUL,A333,Heavy
ACA,FRA,YYZ,B77W,Heavy
ACA,ICN,YVR,B789,Heavy
ACA,NRT,YVR,B788,Heavy
ACA,HND,YYZ,B77W,Heavy
ACA,YYT,YYZ,A320,Medium
ACA,PVG,YVR,B788,Heavy
ACA,OGG,YVR,B38M,Medium
ACA,FCO,YYZ,B789,Heavy
ACA,TLV,YYZ,B789,Heavy
ACA,DUB,YYZ,B763,Heavy
ACA,AMS,YYZ,A333,Heavy
ACA,TPE,YVR,B789,Heavy
ACA,PEK,YVR,B77W,Heavy
ACA,PVG,YUL,B788,Heavy
ACA,PVG,YYZ,B77L,Heavy
ACA,YHZ,YYZ,A321,Medium
ACA,CDG,YYZ,B789,Heavy
ACA,BOS,YYZ,E75S,Medium
ACA,LHR,YYT,B38M,Medium
ACA,YFC,YOW,DH8C,Medium
ACA,EWR,YYZ,E75S,Medium
ACA,MUC,YYZ,B77W,Heavy
ACA,TLV,YUL,B788,Heavy
ACA,RDU,YYZ,CRJ1,Medium
ACA,PEK,YYZ,B77W,Heavy
ACA,YQB,YYZ,E75S,Medium
ACA,YHZ,YUL,E75S,Medium
ACA,ATL,YYZ,E75S,Medium
ACA,YYZ,ORD,E190,Medium
ACA,YUL,LGA,E75S,Medium
ACA,YUL,YTZ,DH8D,Medium
ACA,YOW,EWR,CRJ2,Medium
ACA,YOW,EWR,CRJ2,Medium
ACA,CMH,YYZ,CRJ2,Medium
ACA,BWI,YYZ,E75S,Medium
ACA,LGA,YYZ,A320,Medium
ACA,PIT,YYZ,CRJ1,Medium
ACA,CVG,YYZ,CRJ1,Medium
ACA,YUL,YYZ,A319,Medium
ACA,LGA,YUL,E75S,Medium
ACA,YHZ,YOW,DH8D,Medium
ACA,EWR,YUL,E75S,Medium
ACA,YOW,YHZ,CRJ9,Medium
ACA,YGP,YQB,DH8A,Medium
ACA,YYZ,BOS,E190,Medium
ACA,YYZ,YUL,A320,Medium
ACA,IND,YYZ,CRJ2,Medium
ACA,YYZ,EWR,E75S,Medium
ACA,DCA,YOW,CRJ2,Medium
ACA,YFC,YUL,DH8D,Medium
ACA,YSJ,YUL,DH8D,Medium
ACA,HKG,YVR,B789,Heavy
ACA,IAD,YYZ,CRJ2,Medium
ACA,DTW,YYZ,CRJ2,Medium
ACA,YHM,YUL,CRJ2,Medium
ACA,DCA,YOW,CRJ2,Medium
ACA,YUL,YHM,CRJ2,Medium
ACA,LHR,YYZ,B789,Heavy
ACA,YYZ,LGA,A320,Medium
ACA,YVO,YUL,DH8A,Medium
ACA,LHR,YOW,B763,Heavy
ACA,YAM,YYZ,DH8A,Medium
ACA,YYZ,YYC,A320,Medium
ACA,YQM,YYZ,DH8D,Medium
ACA,YYZ,YVR,B789,Heavy
ACA,YOW,YVR,A321,Medium
ACA,YOW,YWG,CRJ9,Medium
ACA,YUL,YYZ,A320,Medium
ACA,YUL,YVR,A333,Heavy
ACA,STL,YYZ,CRJ2,Medium
ACA,YYZ,YUL,A320,Medium
ACA,STL,YYZ,CRJ2,Medium
ACA,YOW,YYZ,E190,Medium
ACA,DFW,YYZ,E75S,Medium
ACA,BNA,YYZ,CRJ2,Medium
ACA,YTZ,YUL,DH8D,Medium
ACA,ORD,YYZ,E190,Medium
ACA,YHZ,YYZ,A321,Medium
ACA,YXE,YYC,DH8D,Medium
ACA,YUL,YWG,A320,Medium
ACA,YYZ,DCA,E75S,Medium
ACA,YUL,LAX,B38M,Medium
ACA,FRA,YYC,B789,Heavy
ACA,YWG,YYZ,A320,Medium
ACA,YOW,YYC,A319,Medium
ACA,YYZ,YOW,E190,Medium
ACA,YQR,YYC,CRJ9,Medium
ACA,YXU,YOW,DH8A,Medium
ROU,LIM,YYZ,B763,Heavy
ROU,HNL,YVR,B763,Heavy
ROU,YYZ,CUN,B763,Heavy
ROU,YUL,FLL,B763,Heavy
ROU,YYZ,MLB,B763,Heavy
ROU,YUL,HOG,A319,Medium
ROU,YUL,PVR,B763,Heavy
ROU,MCO,YYZ,A319,Medium
ROU,YYZ,GND,A319,Medium
ROU,HAV,YYZ,A319,Medium
FWI,ORY,ZSA,A333,Heavy
FWI,ORY,PTP,A359,Heavy
FWI,ORY,FDF,A359,Heavy
SNC,CVG,MDT,SH36,Medium
SNC,CAE,SBO,SH36,Medium
CGN,XIY,SYX,B738,Medium
CGN,XIY,ZUH,B738,Medium
CGN,SHE,SJW,B738,Medium
CGN,KWE,XNN,B738,Medium
CGN,SHE,INC,B738,Medium
CCA,PEK,IAH,B77W,Heavy
CCA,PVG,FRA,A332,Heavy
CCA,PEK,LAX,B789,Heavy
CCA,PEK,EWR,B789,Heavy
CCA,PEK,LHR,A332,Heavy
CCA,PEK,IAD,B77W,Heavy
CCA,PEK,JFK,B748,Heavy
CCA,PEK,CDG,B77W,Heavy
CCA,PEK,FCO,B789,Heavy
CCA,PEK,YUL,B789,Heavy
CCA,PEK,FRA,B77W,Heavy
CCA,PEK,ARN,A333,Heavy
CCA,PEK,SVO,A333,Heavy
CCA,PEK,LHR,B77W,Heavy
CCA,JFK,PEK,B77W,Heavy
CCA,MAD,GRU,B789,Heavy
CCA,AKL,PEK,B789,Heavy
CCA,LAX,PEK,B77W,Heavy
CCA,PEK,CGK,A333,Heavy
CCA,PEK,LAX,B77W,Heavy
CCA,CAN,URC,B738,Medium
CCA,PEK,YVR,B77W,Heavy
CCA,PEK,SFO,B748,Heavy
CCA,SIN,CTU,A320,Medium
CCA,PEK,ZYI,B738,Medium
CCA,PEK,SIN,B789,Heavy
CCA,PEK,KUL,A333,Heavy
CCA,KIX,CTU,A320,Medium
CCA,ZHA,PEK,B738,Medium
CCA,SYX,TSN,B738,Medium
CCA,PEK,CNX,B38M,Medium
CCA,PEK,KMG,A319,Medium
CCA,BKK,PEK,B738,Medium
CCA,PEK,HKG,B738,Medium
CCA,HKG,DLC,B738,Medium
CCA,BCN,PEK,A333,Heavy
CCA,KMG,TSN,B738,Medium
CCA,SYD,PEK,A333,Heavy
CCA,PEK,DXB,A333,Heavy
CCA,HKT,HGH,A320,Medium
CCA,PEK,SZX,B77W,Heavy
CCA,HKG,PEK,A333,Heavy
CCA,WNZ,CTU,A321,Medium
CCA,PEK,HKT,B38M,Medium
CCA,PEK,CAN,B77W,Heavy
CCA,CTU,FOC,A320,Medium
CCA,CXR,CKG,B738,Medium
CCA,PEK,HKG,A321,Medium
CCA,URC,PEK,B38M,Medium
CCA,SHA,CTU,A333,Heavy
CCA,PEK,CTU,A321,Medium
CCA,TSA,TSN,B738,Medium
CCA,XMN,PEK,B738,Medium
CCA,CTU,HGH,A321,Medium
CCA,NRT,PVG,A321,Medium
CCA,HND,PEK,A332,Heavy
CCA,SYX,PEK,B77W,Heavy
CCA,CTU,CMB,A332,Heavy
CCA,PEK,MIG,B738,Medium
CCA,ZUH,CKG,B737,Medium
CCA,PEK,CKG,B738,Medium
CCA,SYD,CTU,A333,Heavy
CCA,MXP,PVG,A332,Heavy
CCA,SZX,PEK,B77W,Heavy
CCA,LHW,HGH,A320,Medium
CCA,PEK,SZX,B77W,Heavy
CCA,CTU,TNA,A320,Medium
CCA,CAN,CTU,A320,Medium
CCA,HKG,CKG,B738,Medium
CCA,CSX,TSN,B738,Medium
CCA,PEK,SZX,B789,Heavy
CCA,CKG,DXB,A332,Heavy
CCA,AKU,LHW,B738,Medium
CCA,CKG,HAK,B738,Medium
CCA,SHE,WUH,A320,Medium
CCA,BAR,TSN,B738,Medium
CCA,BKK,CTU,A321,Medium
CCA,PEK,DYG,B738,Medium
CCA,SHA,PEK,A359,Heavy
CCA,TPE,PEK,A333,Heavy
CCA,CAN,PEK,B77W,Heavy
CCA,CAN,HGH,A319,Medium
CCA,PEK,WMT,B738,Medium
CCA,PVG,INC,A320,Medium
CCA,CKG,PEK,B737,Medium
CCA,TSN,HRB,B738,Medium
CCA,PEK,GMP,B738,Medium
CCA,XIY,HGH,A321,Medium
CCA,HGH,HAK,A319,Medium
CCA,PVG,KWL,A321,Medium
CCA,CTU,URC,A319,Medium
CCA,SZX,CTU,A320,Medium
CCA,PEK,CKG,B789,Heavy
CCA,KWE,TSN,B738,Medium
CCA,ZUH,PEK,A333,Heavy
CCA,WNZ,PEK,B738,Medium
CCA,PEK,HGH,A319,Medium
CCA,KWE,YCU,A320,Medium
CCA,KRY,PEK,B38M,Medium
CCA,PEK,CKG,B738,Medium
CCA,GVA,PEK,A332,Heavy
CCA,TSA,CKG,B738,Medium
CCA,KRL,TSN,B738,Medium
CCA,WUH,PEK,A320,Medium
CCA,MUC,PEK,B77W,Heavy
CCA,SHE,PEK,B738,Medium
CCA,LXA,CTU,A319,Medium
CCA,DAX,SZX,A319,Medium
CCA,PEK,MNL,A333,Heavy
CCA,DLU,CGO,B737,Medium
CCA,CKG,KHN,B738,Medium
CCA,PEK,CTU,A332,Heavy
CCA,INC,PEK,B738,Medium
CCA,CTU,PVG,A320,Medium
CCA,PVG,PEK,A333,Heavy
CCA,WNZ,KMG,A320,Medium
CCA,PEK,RGN,B738,Medium
CCA,CKG,SZX,B38M,Medium
CCA,HMI,PEK,B738,Medium
CCA,CTU,SZX,A320,Medium
CCA,KWL,TSN,B738,Medium
CCA,YBP,PEK,B737,Medium
CCA,CDG,CTU,A333,Heavy
CCA,KHG,CTU,A319,Medium
CCA,CTU,ZHA,A319,Medium
CCA,CTU,SYX,A321,Medium
CCA,XIY,PEK,A321,Medium
CCA,XNN,PEK,A320,Medium
CCA,CDG,PEK,A332,Heavy
CCA,CTU,CAN,A321,Medium
CCA,INC,HGH,A319,Medium
CCA,SZX,CTU,A20N,Medium
CCA,LHW,PEK,A319,Medium
CCA,PVG,SYD,A332,Heavy
CCA,CGQ,PVG,A321,Medium
CCA,CTU,PEK,A319,Medium
CCA,HAK,WDS,B738,Medium
CCA,XNN,CTU,A320,Medium
CCA,PEK,HFE,B738,Medium
CCA,WUH,CAN,A320,Medium
CCA,KMG,PVG,A320,Medium
CCA,SYX,CKG,B738,Medium
CCA,TYN,HGH,A321,Medium
CCA,CDG,PVG,A332,Heavy
CCA,KHN,PEK,A321,Medium
CCA,PVG,CKG,B738,Medium
CCA,YCU,CAN,B738,Medium
CCA,SHA,TSN,B738,Medium
CCA,CTU,ZUH,A321,Medium
CCA,TPE,CTU,A321,Medium
CCA,WUH,SZX,A320,Medium
CCA,WNZ,CAN,A320,Medium
CCA,PEK,CSX,A321,Medium
CCA,XIY,PVG,A321,Medium
CCA,PEK,WUH,A320,Medium
CCA,TAO,PEK,B738,Medium
CCA,CTU,HAK,A321,Medium
CCA,SZX,TSN,B738,Medium
CCA,PEK,HGH,A321,Medium
CCA,PEK,SHE,A321,Medium
CCA,PEK,SHA,B77W,Heavy
CCA,SHA,PEK,A359,Heavy
CCA,URC,PEK,B38M,Medium
CCA,CAN,PEK,A359,Heavy
CCA,CTU,KWL,A321,Medium
CCA,WUH,ZUH,A320,Medium
CCA,CTU,HKT,A320,Medium
CCA,CAN,CKG,B737,Medium
CCA,HGH,PEK,A321,Medium
CCA,SHA,CAN,A333,Heavy
CCA,WUH,XMN,A320,Medium
CCA,CKG,INC,B738,Medium
CCA,PEK,BOM,A333,Heavy
CCA,PEK,CTU,A333,Heavy
CCA,DQA,PEK,B738,Medium
CCA,CXR,HGH,A320,Medium
CCA,KWE,PEK,A321,Medium
CCA,CKG,HGH,A319,Medium
CCA,KOW,PEK,B738,Medium
CCA,PEK,BKK,A333,Heavy
CCA,HND,PEK,A321,Medium
CCA,NNG,PEK,B738,Medium
CCA,PEK,CGQ,B738,Medium
CCA,JDZ,PEK,B738,Medium
CCA,YIH,PEK,A319,Medium
CCA,PEK,NGB,B738,Medium
CCA,TSN,BKK,B738,Medium
CCA,XIY,PEK,B738,Medium
CCA,HAK,PVG,A321,Medium
CCA,PEK,URC,B38M,Medium
CCA,PEK,SGN,B738,Medium
CCA,CZX,PEK,B738,Medium
CCA,HFE,CTU,A320,Medium
CCA,PEK,HRB,B738,Medium
CCA,CGQ,WUH,A320,Medium
CCA,TSN,INC,B738,Medium
CCA,CKG,CAN,B737,Medium
CCA,BKK,PEK,B77W,Heavy
CCA,KMG,TSN,B738,Medium
CCA,CAN,TSN,B738,Medium
CCA,PEK,XMN,A321,Medium
CAO,PVG,AMS,B77L,Heavy
CAO,LGG,PVG,B77L,Heavy
CAO,ANC,ORD,B77L,Heavy
CAO,PVG,LAX,B77L,Heavy
VRE,ABJ,NIM,A319,Medium
VRE,ABJ,DSS,A320,Medium
CRQ,YHU,YMT,DH8C,Medium
ADO,HND,CTS,B763,Heavy
ADO,SDJ,CTS,B737,Medium
ADO,CTS,HND,B737,Medium
ADO,HND,CTS,B737,Medium
DLA,FRA,FLR,E195,Medium
DLA,FRA,TRN,E195,Medium
DLA,TRN,MUC,E195,Medium
DLA,CLJ,MUC,E195,Medium
DLA,PSA,MUC,E195,Medium
DLA,FLR,MUC,E195,Medium
DLA,BRI,MUC,E195,Medium
AEA,MAD,TLV,B788,Heavy
AEA,FRA,MAD,B738,Medium
AEA,VCE,MAD,E195,Medium
AEA,DUS,MAD,E195,Medium
AEA,LGW,MAD,B738,Medium
AEA,AMS,MAD,A332,Heavy
AEA,ZRH,MAD,E195,Medium
AEA,LPA,MAD,B738,Medium
AEA,BCN,MAD,A332,Heavy
